date,serie1,serie2,serie3,serie4
2015-04-05,464.2771780591975,217.5118863511828,403.68839127697703,238.0336107504038
2015-04-12,472.6053316751818,222.56475273790232,401.92249299936947,228.2131270101534
2015-04-19,479.67122209372144,224.02527518218736,384.0647642809673,219.6670555259407
2015-04-26,497.9375854252697,237.34298898469228,395.98116605527423,213.73968756184087
2015-05-03,497.8123503744637,214.6308309052102,401.4721960711865,203.72850575311517
2015-05-10,513.1216708847049,200.0088759156175,410.81350988989016,198.4250820710383
2015-05-17,496.68727735876945,188.07450489209776,410.9306020035187,192.35918612501186
2015-05-24,501.7754822088596,192.83493810812297,394.27409420441364,181.69605133949156
2015-05-31,501.01634626877956,185.84501638357503,389.0523787364118,180.81826731177375
2015-06-07,497.51214400015016,188.49776502914384,389.2587894414282,192.23721369776396
2015-06-14,493.9363410499681,179.7937201672185,389.3543091283846,196.79505094652987
2015-06-21,498.05384359733455,182.9594521035465,373.21392065401466,194.10274503018394
2015-06-28,490.1327822774428,192.3257905629096,366.9266846563472,196.49399990987993
2015-07-05,487.7988270947638,180.6625636247891,358.00045350150106,193.18201057345019
2015-07-12,469.378721338006,173.1545745772814,347.3376405510554,202.7243275498357
2015-07-19,483.0574794354942,169.02921099711628,338.63510313097066,205.9287048301715
2015-07-26,477.6352203695615,169.58364917797618,353.1104222683658,216.5253556640941
2015-08-02,479.18961864091943,172.41025549488813,338.2504016266559,200.76075409070225
2015-08-09,489.13111404995226,179.88743939255428,336.52371224638085,190.75373055818903
2015-08-16,479.464091113478,174.91015822069502,342.9240606599536,210.00400812063003
2015-08-23,481.4510098990857,181.27247956649148,351.3937519533455,206.57756765529933
2015-08-30,486.01015380144037,176.30810367029002,365.3828215767335,215.05716615277066
2015-09-06,497.98363754930733,173.14618716222986,370.1495606559948,212.49458565155132
2015-09-13,500.8330768440621,159.3665686817596,348.8695302924995,203.4429137422164
2015-09-20,492.8351554514975,163.27142448200942,360.3637895800737,190.2776977011405
2015-09-27,496.50210493254843,163.01712369185302,363.96304506316727,191.92201974433445
2015-10-04,490.23209828386695,154.1959706456234,362.596808617389,176.48163667681402
2015-10-11,490.1464114434279,166.1865482124703,376.6969251736378,165.238930258811
2015-10-18,504.3073092242826,179.65025810400658,375.75280253277595,157.47489232753333
2015-10-25,491.40853354972495,177.110218759831,392.9561217656809,154.51808990496582
2015-11-01,494.2595182323759,168.0663176192981,391.7893750181044,159.19369339850087
2015-11-08,493.20042978462345,171.99499743506695,391.9122799709812,174.39862586372035
2015-11-15,492.81752758835165,164.95013504755238,390.8973491040087,195.48835010626067
2015-11-22,502.04152348856286,186.73742926881832,376.63977908073605,195.9390641014148
2015-11-29,511.20454598701457,187.7482020050053,382.3042220190745,206.31522568763526
2015-12-06,511.845523091056,187.08818132764472,382.52601941590876,191.91138926820827
2015-12-13,518.3474682265879,191.80604777473718,373.2416685858002,175.90387175119187
2015-12-20,515.0863275263775,188.4461874182361,384.02009012486826,170.26056260596098
2015-12-27,519.1807916068411,187.15799442401962,375.06329041418394,174.8718883206584
2016-01-03,509.9448115609934,178.83809454732818,379.4033287836697,179.51286022324555
