date,serie1,serie2,serie3,serie4
2020-01-14,477.07641865015205,286.20022369307287,468.04178643845995,340.4137423595591
2020-01-15,484.38742566684266,305.5480203511642,452.3540613261296,352.12939102839647
2020-01-16,463.63919020786346,281.3932965143559,422.879117558005,331.7368013191998
2020-01-17,442.7555264563376,290.69529349217015,423.4793543270149,322.20937006625724
2020-01-18,469.5955598353292,314.07827115783317,414.3238806439321,304.75181937402476
2020-01-19,474.61271914724745,306.17676720736534,374.91595399805334,314.90206367830626
2020-01-20,486.19317645700704,292.85290871176494,362.0199477113979,310.9222853445807
2020-01-21,457.5698303882399,323.85484684908096,363.6583250851448,320.34336546784965
2020-01-22,467.0255355140383,332.69304481490104,377.6333078295739,328.1583902903676
2020-01-23,431.0847293243313,336.478282096281,402.26230875444526,298.04256342957336
2020-01-24,454.60543443691876,359.2326111180008,430.51948243916905,299.9682770427608
2020-01-25,460.87965074298506,364.1252856618271,421.6382697020599,302.6785831169372
2020-01-26,482.49016401594156,364.19503963095707,409.48282861234026,271.35475601374344
2020-01-27,464.1438044056796,333.76783247561497,406.44303294584677,274.44830039136895
2020-01-28,482.72207718582547,331.1485758878799,387.4796513396753,276.92533809466687
2020-01-29,450.69891829046077,318.2215704787894,412.1069881610794,262.1776757572771
2020-01-30,445.6060534553968,334.6606288552757,420.7626038195946,290.52318280959645
2020-01-31,459.9843155788686,330.7274705977283,411.88127864483914,290.78984164508023
2020-02-01,434.2785683444404,309.75799268641106,425.566071343938,310.46393007698305
2020-02-02,444.92085811437477,304.17297239092983,447.0113585668874,290.3062101229952
2020-02-03,434.0113283984842,303.0301755351019,437.4005148246641,291.74211066968695
2020-02-04,438.2150729014297,312.2848595631356,427.21143235091614,300.0001761668788
2020-02-05,434.10345610485246,333.3774827984436,409.528771432993,289.385557668065
2020-02-06,455.4568691668207,347.96496209609046,410.37689433604265,328.95822217177323
2020-02-07,434.3337784503766,341.98934320774634,409.4853546633531,336.17484130979517
