date,original,predict
2015-03-29,236.0,292.5179097164272
2015-04-05,226.28571428571428,297.7883445042449
2015-04-12,233.28571428571428,290.4656250199505
2015-04-19,265.85714285714283,293.556775775713
2015-04-26,260.85714285714283,286.902102317559
2015-05-03,287.0,297.82875012103904
2015-05-10,277.2857142857143,294.30135353097586
2015-05-17,259.85714285714283,299.3641964279372
2015-05-24,260.0,297.9960781306271
2015-05-31,212.57142857142858,301.7568596260289
2015-06-07,203.57142857142858,282.7224837136245
2015-06-14,231.0,287.60439344244367
2015-06-21,226.85714285714286,269.02059784327986
2015-06-28,224.42857142857142,268.3413221331445
2015-07-05,248.42857142857142,266.44313204033335
2015-07-12,264.14285714285717,269.94608443423107
2015-07-19,306.0,286.6908075454177
2015-07-26,300.42857142857144,308.3717468601314
2015-08-02,281.14285714285717,316.8567399405989
2015-08-09,279.2857142857143,327.3723769917605
2015-08-16,250.42857142857142,327.90611596970865
2015-08-23,233.0,320.42492220762495
2015-08-30,227.57142857142858,315.88623349088033
2015-09-06,207.85714285714286,301.72386225719123
2015-09-13,197.71428571428572,282.76118548810075
2015-09-20,189.14285714285714,259.3784728026437
2015-09-27,165.57142857142858,242.9759600315718
2015-10-04,182.14285714285714,228.50500106203808
2015-10-11,162.71428571428572,222.2081800417778
2015-10-18,152.14285714285714,213.07923126039466
2015-10-25,172.0,205.60598421323587
2015-11-01,205.28571428571428,206.7250149832896
2015-11-08,220.14285714285714,217.72974983462933
2015-11-15,261.57142857142856,230.18396426434492
2015-11-22,281.7142857142857,247.64270882129853
2015-11-29,298.57142857142856,269.7243475369343
2015-12-06,298.14285714285717,293.10091937765384
2015-12-13,292.7142857142857,309.03329406022164
2015-12-20,273.85714285714283,317.65503256374114
2015-12-27,270.85714285714283,323.45857863385754
2016-01-03,238.28571428571428,319.6840081203497
2016-01-10,221.85714285714286,312.20644807998184
2016-01-17,199.28571428571428,292.0212859793306
2016-01-24,203.71428571428572,284.10296550181886
2016-01-31,193.85714285714286,263.6255087544972
2016-02-07,183.28571428571428,254.1903892684878
2016-02-14,202.42857142857142,237.6168485658362
2016-02-21,205.14285714285714,235.89880152969585
2016-02-28,189.57142857142858,238.79047010904284
2016-03-06,228.42857142857142,246.70022892773432
2016-03-13,215.42857142857142,238.97022255911546
2016-03-20,210.14285714285714,243.12571592982053
2016-03-27,207.71428571428572,246.30164612083126
2016-04-03,193.0,254.6257471746399
2016-04-10,220.42857142857142,264.2739299308066
2016-04-17,256.14285714285717,265.03610905655137
2016-04-24,218.28571428571428,266.5039167867727
2016-05-01,238.85714285714286,279.64050449273043
2016-05-08,245.14285714285714,283.76262163554134
2016-05-15,247.28571428571428,287.4100740996217
2016-05-22,246.85714285714286,289.81728693354245
2016-05-29,217.71428571428572,278.1985058320826
2016-06-05,208.85714285714286,277.2583692042637
2016-06-12,223.28571428571428,276.1455572141933
2016-06-19,203.42857142857142,268.94971334426975
2016-06-26,191.14285714285714,259.3442235551282
2016-07-03,186.85714285714286,245.3662127472291
2016-07-10,177.85714285714286,240.38286075580393
2016-07-17,164.42857142857142,241.85188404821199
2016-07-24,153.28571428571428,226.1870578268841
2016-07-31,172.14285714285714,214.00577207204492
2016-08-07,174.57142857142858,200.24881257070504
2016-08-14,206.85714285714286,206.9190217046274
2016-08-21,214.14285714285714,211.7493150606715
2016-08-28,241.57142857142858,223.25313320663346
2016-09-04,275.57142857142856,236.75075967065277
2016-09-11,292.0,263.1229231823009
2016-09-18,299.14285714285717,286.3805830347302
2016-09-25,325.7142857142857,312.7797825195559
2016-10-02,301.14285714285717,333.68442079662816
2016-10-09,289.0,343.69568821904426
2016-10-16,266.0,338.1627745787367
2016-10-23,243.57142857142858,328.8921573868629
2016-10-30,247.85714285714286,322.585697585721
2016-11-06,217.57142857142858,314.6387709694298
2016-11-13,226.71428571428572,305.5098083106568
2016-11-20,227.85714285714286,297.0852468046672
2016-11-27,232.42857142857142,290.9018778542465
2016-12-04,242.42857142857142,287.47624650641836
2016-12-11,265.7142857142857,301.4788083323146
2016-12-18,240.85714285714286,304.56972122355
2016-12-25,261.85714285714283,303.0882979397621
2017-01-01,272.0,309.9118314752789
2017-01-08,279.85714285714283,315.2522664981158
2017-01-15,308.2857142857143,337.69506613913023
2017-01-22,280.85714285714283,350.78792836822396
2017-01-29,280.2857142857143,348.1308788164843
2017-02-05,266.7142857142857,349.6428585162693
2017-02-12,233.42857142857142,349.8323850383363
2017-02-19,198.0,334.88243590327903
2017-02-26,209.14285714285714,317.37639886722735
2017-03-05,200.85714285714286,295.87819320175066
2017-03-12,242.14285714285714,284.3533502891266
2017-03-19,213.28571428571428,271.7400988709632
2017-03-26,250.57142857142858,273.06707636384857
2017-04-02,262.42857142857144,277.42916006153683
2017-04-09,259.2857142857143,280.16896648209024
2017-04-16,232.14285714285714,283.0536520973046
2017-04-23,236.85714285714286,284.9399012004524
2017-04-30,205.42857142857142,283.87967332907994
2017-05-07,213.14285714285714,288.9138284777224
2017-05-14,203.28571428571428,278.2648174654568
2017-05-21,221.71428571428572,270.7590764390737
2017-05-28,241.57142857142858,280.4386591689502
2017-06-04,238.42857142857142,282.52531413842524
2017-06-11,251.71428571428572,285.2136460152321
2017-06-18,276.85714285714283,287.66087639460113
2017-06-25,291.85714285714283,293.05968012220507
2017-07-02,281.14285714285717,301.6036584464904
2017-07-09,254.85714285714286,306.08468500003437
2017-07-16,228.0,295.8997785561666
2017-07-23,220.85714285714286,295.7249496481394
2017-07-30,174.28571428571428,284.68788589842836
