date,original,predict
29-03-2015,462.7142857142857,469.140477444706
05-04-2015,472.57142857142856,487.0863075631743
12-04-2015,474.0,502.11862125285205
19-04-2015,457.42857142857144,514.0311102901766
26-04-2015,443.0,519.6773812395404
03-05-2015,434.57142857142856,511.6126233544773
10-05-2015,432.57142857142856,502.159004949967
17-05-2015,461.57142857142856,506.4378933204715
24-05-2015,442.0,497.01727626897735
31-05-2015,457.2857142857143,495.49369531556283
07-06-2015,462.14285714285717,491.27336235682696
14-06-2015,485.85714285714283,501.2247611097508
21-06-2015,488.85714285714283,504.09578493937414
28-06-2015,447.7142857142857,501.40950705053086
05-07-2015,448.0,493.9719539883343
12-07-2015,463.57142857142856,491.85448539835335
19-07-2015,481.7142857142857,502.57558477406326
26-07-2015,494.0,512.0053825594576
02-08-2015,488.2857142857143,505.3382747683784
09-08-2015,481.0,506.25447974860805
16-08-2015,486.2857142857143,517.3036529065868
23-08-2015,475.0,517.9170498522024
30-08-2015,473.14285714285717,524.2975909314724
06-09-2015,477.2857142857143,524.6499408072352
13-09-2015,458.14285714285717,515.9137132919859
20-09-2015,453.85714285714283,511.3220740088774
27-09-2015,449.57142857142856,516.8868052233069
04-10-2015,466.0,514.2876988752447
11-10-2015,484.85714285714283,517.0384575261809
18-10-2015,467.85714285714283,514.172051054261
25-10-2015,458.42857142857144,506.00907317560524
01-11-2015,455.57142857142856,507.7003829530664
08-11-2015,447.85714285714283,518.0061469418891
15-11-2015,426.42857142857144,506.12136634521175
22-11-2015,429.0,505.1911346329853
29-11-2015,387.42857142857144,490.43285625175474
06-12-2015,415.42857142857144,485.7522206601896
13-12-2015,398.7142857142857,482.42084772942354
20-12-2015,378.2857142857143,462.28663706531427
27-12-2015,384.57142857142856,443.681850139976
03-01-2016,377.0,436.66779213971085
10-01-2016,366.0,423.45581821919603
17-01-2016,407.14285714285717,426.0417554179408
24-01-2016,379.57142857142856,420.061019028673
31-01-2016,365.85714285714283,408.1986144969641
07-02-2016,381.2857142857143,412.7605029966341
14-02-2016,406.57142857142856,424.30855368751224
21-02-2016,411.2857142857143,435.12229258417904
28-02-2016,417.42857142857144,439.2587809339424
06-03-2016,398.2857142857143,451.1444882967466
