date,original,predict
2015-03-29,698.2857142857143,725.5097098748267
2015-04-05,708.2857142857143,733.8011356460221
2015-04-12,687.7142857142857,734.1697059028096
2015-04-19,682.7142857142857,735.8035763470808
2015-04-26,671.7142857142857,736.0342899303048
2015-05-03,662.0,728.9586426809456
2015-05-10,643.0,713.655703552332
2015-05-17,651.8571428571429,708.3004113475927
2015-05-24,639.5714285714286,700.9901917650296
2015-05-31,639.1428571428571,694.1925756917171
2015-06-07,621.7142857142857,686.9196762476919
2015-06-14,639.5714285714286,687.8773323867197
2015-06-21,657.1428571428571,694.441604708668
2015-06-28,676.5714285714286,699.3094550638871
2015-07-05,678.2857142857143,699.8250929523141
2015-07-12,663.4285714285714,697.2282380902415
2015-07-19,666.0,698.5908552498926
2015-07-26,673.0,709.3865190955436
2015-08-02,648.5714285714286,709.0007383407936
2015-08-09,675.7142857142857,710.5013154948205
2015-08-16,670.8571428571429,708.0106920841274
2015-08-23,698.7142857142857,714.2910227017653
2015-08-30,719.4285714285714,730.4497999623533
2015-09-06,711.2857142857143,748.0144525926232
2015-09-13,707.2857142857143,751.0110872464855
2015-09-20,737.4285714285714,757.7783166061226
2015-09-27,728.1428571428571,768.1653131276041
2015-10-04,735.8571428571429,785.0686611320563
2015-10-11,719.5714285714286,793.9558106671627
2015-10-18,725.0,797.5735240723436
2015-10-25,711.7142857142857,788.6283745900864
2015-11-01,699.7142857142857,780.657513933903
2015-11-08,677.8571428571429,771.6792199730984
2015-11-15,670.7142857142857,753.4620862839181
2015-11-22,641.1428571428571,739.0464784026133
2015-11-29,636.4285714285714,717.8676080392797
2015-12-06,632.1428571428571,697.0060638136456
2015-12-13,653.8571428571429,684.8084833522734
2015-12-20,674.5714285714286,692.1799688371536
2015-12-27,684.5714285714286,692.6909997494312
2016-01-03,680.2857142857143,696.3168272131198
2016-01-10,695.5714285714286,705.616163839559
2016-01-17,681.1428571428571,716.4088379167182
2016-01-24,682.4285714285714,727.0950772749285
2016-01-31,690.5714285714286,739.2628910815237
2016-02-07,684.8571428571429,738.7282564305093
2016-02-14,695.4285714285714,743.577146964585
2016-02-21,675.4285714285714,737.2191985662145
2016-02-28,694.1428571428571,726.9941074838607
2016-03-06,696.0,722.82220803753
2016-03-13,701.0,725.1318660233594
2016-03-20,687.2857142857143,728.245378512344
2016-03-27,700.5714285714286,722.1924948255919
2016-04-03,699.4285714285714,726.4894075831528
2016-04-10,738.5714285714286,736.588550702749
2016-04-17,723.0,746.4447775783965
2016-04-24,761.4285714285714,753.8914858331912
2016-05-01,727.8571428571429,751.611742596513
2016-05-08,726.7142857142857,760.2751325524233
2016-05-15,725.2857142857143,767.3464913736461
2016-05-22,728.0,764.9874638704148
2016-05-29,708.0,772.7612334844225
2016-06-05,721.5714285714286,778.1308677412197
2016-06-12,718.7142857142857,785.1898820380708
2016-06-19,721.4285714285714,792.6295100176961
2016-06-26,704.1428571428571,784.0610806078583
2016-07-03,711.2857142857143,781.5294139677874
2016-07-10,693.8571428571429,773.4018063274779
2016-07-17,693.0,766.5920776639853
2016-07-24,666.2857142857143,753.4897367822115
2016-07-31,626.4285714285714,734.5445936633297
2016-08-07,629.8571428571429,725.5158162291146
2016-08-14,666.5714285714286,725.5675837293841
2016-08-21,656.2857142857143,717.1315772697499
2016-08-28,632.4285714285714,713.0491305465265
2016-09-04,652.2857142857143,707.9213751358985
2016-09-11,645.5714285714286,700.7345324782266
2016-09-18,690.2857142857143,707.3573616020856
2016-09-25,686.0,715.8401805606517
2016-10-02,661.1428571428571,706.4393595841636
2016-10-09,633.8571428571429,710.9845762937526
2016-10-16,657.2857142857143,715.7044503712023
2016-10-23,656.5714285714286,712.524444683225
2016-10-30,664.2857142857143,713.6209772818931
2016-11-06,651.8571428571429,710.3898936783804
2016-11-13,652.2857142857143,696.6163699338058
2016-11-20,643.0,701.1189344089305
2016-11-27,668.0,703.4035480925147
2016-12-04,645.7142857142857,697.0336540094443
2016-12-11,603.2857142857143,692.0823177103422
2016-12-18,615.1428571428571,684.4346688352854
2016-12-25,629.7142857142857,685.0252152079219
2017-01-01,639.2857142857143,691.115711135904
2017-01-08,665.4285714285714,694.2990383344612
2017-01-15,657.2857142857143,686.3592806461185
2017-01-22,686.8571428571429,703.7647383141145
2017-01-29,705.2857142857143,711.1695957094271
2017-02-05,687.7142857142857,732.9801110301743
2017-02-12,650.5714285714286,727.7223483163973
2017-02-19,649.4285714285714,719.643890523391
2017-02-26,664.1428571428571,709.9481336024603
2017-03-05,649.0,711.2468796967032
2017-03-12,637.2857142857143,694.0393738676785
2017-03-19,631.7142857142857,683.5812918696871
2017-03-26,670.1428571428571,681.0379039094277
2017-04-02,690.2857142857143,687.7536801595306
2017-04-09,703.0,706.1045485106088
2017-04-16,693.8571428571429,708.9386789768117
2017-04-23,686.1428571428571,717.2130115611317
2017-04-30,675.8571428571429,723.8111250787721
2017-05-07,692.8571428571429,741.1096474275648
2017-05-14,658.4285714285714,729.0451144302064
2017-05-21,646.8571428571429,729.9318098520392
2017-05-28,614.0,715.1269122848468
2017-06-04,604.7142857142857,707.3756528451083
2017-06-11,634.1428571428571,699.0171772652886
2017-06-18,638.8571428571429,691.0234158305009
2017-06-25,641.7142857142857,685.7847464580631
2017-07-02,645.0,683.0638475572758
2017-07-09,674.5714285714286,677.1353359244838
2017-07-16,673.2857142857143,681.2196696863815
2017-07-23,684.0,696.8863401725035
2017-07-30,672.1428571428571,697.7149273260212
2017-08-06,690.1428571428571,705.1189194252247
2017-08-13,674.7142857142857,707.7066457336574
2017-08-20,702.7142857142857,719.4189098848149
2017-08-27,692.4285714285714,724.1661409441284
2017-09-03,712.2857142857143,725.0672942596412
2017-09-10,693.2857142857143,727.7729898530026
2017-09-17,708.4285714285714,741.0177436999957
2017-09-24,700.1428571428571,745.4728088984551
2017-10-01,695.5714285714286,742.5467788142589
2017-10-08,667.1428571428571,739.0201793238606
2017-10-15,644.8571428571429,730.158758599612
2017-10-22,648.5714285714286,721.3376837400298
2017-10-29,632.5714285714286,709.7353583096402
2017-11-05,601.2857142857143,690.373795344937
2017-11-12,624.0,686.2395396935453
2017-11-19,647.8571428571429,683.9006082069556
2017-11-26,643.2857142857143,686.6804250607257
2017-12-03,660.1428571428571,694.717893777679
2017-12-10,654.0,703.8594527704334
2017-12-17,691.2857142857143,709.5662310955589
2017-12-24,718.0,722.4632591795805
2017-12-31,698.2857142857143,723.6211075457467
2018-01-07,695.5714285714286,721.7620423430232
2018-01-14,718.4285714285714,725.320286930743
