date,serie1,serie2,serie3,serie4
2015-04-05,896.047919654843,229.160376657509,640.6300947098622,218.47823093468622
2015-04-12,909.4085545547667,236.4707168078516,652.6698890010293,201.4486324833521
2015-04-19,922.6496974446792,230.59809202224855,650.8078341142879,202.78733504042836
2015-04-26,933.9508715338034,240.9868974785749,647.3212010139016,198.31609273724538
2015-05-03,928.8631976020075,243.53659636970204,634.4774508508681,188.10029955192257
2015-05-10,941.6203439906147,260.38129906075466,642.6136473453553,208.00564866415365
2015-05-17,935.4320150835403,252.30892736119208,647.0522264767769,219.5174499278037
2015-05-24,940.0531016988442,252.81444711840732,646.1739803827119,232.27616762576199
2015-05-31,926.0963201154947,248.177328854795,637.0869451654386,226.1909732462738
2015-06-07,906.0279016310263,229.3744754407573,655.7374092649172,230.6724759642719
2015-06-14,902.8236778710874,212.17161525593002,666.0105762394838,234.85596498370208
2015-06-21,905.777041316266,212.74525810293056,678.97841368975,226.2529125897144
2015-06-28,910.8559364876099,200.0463966209557,700.1579113434676,232.66703763008587
2015-07-05,909.6191984041225,204.95628129708635,688.9887190358104,255.5000725532159
2015-07-12,924.004275148861,203.36309821615058,699.4030924995877,257.86953812884434
2015-07-19,901.8261501842563,197.06231729303428,688.7279540986748,262.2926901713097
2015-07-26,908.8378218960552,186.96776441492085,696.0888533475047,253.3527411462976
2015-08-02,913.1450365293923,193.42068182994166,703.7378726849553,256.7468978251297
2015-08-09,927.4169735784773,189.44104754189098,706.857990366919,266.8253198026807
2015-08-16,936.1482907374285,187.92941998764658,705.0549949657592,249.04864783631757
2015-08-23,938.0236211695368,183.62212583124747,705.5049385031591,236.29083161966554
2015-08-30,936.8431693669252,172.38803987422514,699.2408972037938,236.96918437743858
2015-09-06,945.6961062940175,166.4964196602525,701.45954704966,252.80204563326976
2015-09-13,947.9334876233979,166.84284863421914,690.96556894978,263.53786438641555
2015-09-20,965.1931644298523,177.7196223647448,690.3362306955257,271.51939451442564
2015-09-27,968.5847550179045,197.34901858006114,689.4857353673733,272.5145021001391
2015-10-04,970.708760933689,213.56555947288214,682.6174545744144,257.8293650891242
2015-10-11,981.7577308178405,202.68892301535317,693.629656612898,238.11075590737917
2015-10-18,972.4139956620511,191.07533541901867,700.4509754197052,248.15897584331728
2015-10-25,983.3511736373468,193.1759008832863,704.1874922671187,258.2964277424298
2015-11-01,968.3816923321938,202.7211330773828,697.7300238798019,264.72478918398866
2015-11-08,970.3259864067978,191.0458369878649,704.3709876269013,258.94448618903095
2015-11-15,949.8596639798435,192.22767076144285,701.5894436364948,249.83914800784024
2015-11-22,935.6061276255606,190.97089683981238,694.2658650273777,259.50583949264416
2015-11-29,938.9364339456245,202.10897413171122,706.9296741944914,262.4338983185452
2015-12-06,917.9685983570773,219.05427514730016,714.0809654512842,251.38292520608158
2015-12-13,907.0465050845949,213.80040903753545,719.9280900859497,237.34987798232308
2015-12-20,921.588988046127,235.36107425712342,724.7402999150775,234.8546649789155
2015-12-27,920.5445467635021,242.82901083918208,711.8801487492176,229.46215917053635
2016-01-03,930.8197673153938,240.19980853552764,713.8223510965045,232.9535843547242
2016-01-10,930.1622707467759,247.90283504633697,698.0011676876319,244.35475531629658
2016-01-17,913.8258230759309,256.898541187578,679.4462773899543,249.33025485629017
2016-01-24,919.1845994738806,272.8606437169545,676.0922829400167,245.75942044724928
2016-01-31,920.9947990479657,271.9932961054954,679.1249802962576,235.9656432701476
2016-02-07,926.0096692670329,277.772180743225,685.9012346170908,223.35215177297388
2016-02-14,908.7560926817157,281.8785147385537,668.4056556620765,231.40206216209782
2016-02-21,922.0456876215978,288.3403050321872,674.9688332548911,220.66305660760204
2016-02-28,931.1048747204321,293.57810729243846,683.1103498401244,206.10368734318266
