date,stacked1,stacked2,stacked3
2015-07-05,370.1798305005846,566.6799678702541,162.2789213620344
2015-07-12,359.5810883620024,562.7690103897909,157.34038095292254
2015-07-19,366.201832343987,537.4051186285535,151.45371100012196
2015-07-26,361.7951379476173,534.9846138668664,148.91240313297973
2015-08-02,368.00759115531906,541.4314429156922,143.52567468819652
2015-08-09,376.05537743718,532.2527542289906,147.01943817916586
2015-08-16,382.69317358636766,538.4375587059716,167.2778069760462
2015-08-23,399.30810774737785,526.2435609810148,163.57614483883575
2015-08-30,396.35833575116266,538.830016582843,159.38886160645737
2015-09-06,398.3186669387615,524.7740767020603,164.26502567462484
2015-09-13,401.86684870253805,540.3579966380765,174.30408630016126
2015-09-20,408.0425595192528,540.7028730249382,164.2584187365369
2015-09-27,399.4743449419951,544.9907775035972,166.89765150475924
2015-10-04,395.7160747661357,547.2344150561752,180.39905686154515
2015-10-11,399.7761199426323,542.4907496066695,172.08612830009451
2015-10-18,410.7691008232124,540.3926443319475,184.03715607451713
2015-10-25,393.27905821334025,544.9567034544127,202.2933057030677
2015-11-01,390.7764337114249,561.5353381668632,185.72142166350127
2015-11-08,384.39488109775436,560.5322537620978,203.19605932508398
2015-11-15,389.51105048415656,568.7611355274148,205.60391731841943
2015-11-22,387.0427462446541,552.6036590859992,192.14706453489234
2015-11-29,370.04253827697,547.1224402995097,200.31561830925315
2015-12-06,359.1749447496724,536.178054020278,201.56476624405084
2015-12-13,364.7813230975932,540.388208571548,201.72385077936875
2015-12-20,364.7151462154517,526.0683422051764,190.19735852366972
2015-12-27,361.4123568642352,527.0273937643776,193.4407238873319
2016-01-03,373.9384750130151,538.9224024610261,210.72606701472017
2016-01-10,377.87150248289254,554.5829502322548,200.65021953192675
2016-01-17,369.34535554201614,551.519959495259,208.8028774888121
2016-01-24,370.33941525040296,547.9676162173125,193.32469934975666
2016-01-31,381.7026987846265,559.5763989672913,188.1792315565351
2016-02-07,384.99802015710463,544.5819353156863,209.6192309400822
2016-02-14,383.9450422585046,543.0847273472829,214.6202408968789
2016-02-21,384.63218305351745,548.9143008180082,235.250045952602
2016-02-28,385.6799508296447,552.1496245435293,245.11777616158034
2016-03-06,405.47526890358705,557.8293003940928,241.91326119659502
2016-03-13,399.35358079811095,564.5187115104877,244.4755159678366
2016-03-20,398.068600651637,559.6796199161614,251.52853711779997
2016-03-27,380.01391163090017,553.0459882412986,261.37373743394744
2016-04-03,384.1902502082272,570.4263282259354,256.17652474162
2016-04-10,382.51357200656673,564.5653498496055,246.5520701454727
2016-04-17,374.3403378002734,557.5212168810531,244.05129929433838
2016-04-24,379.30049036318235,556.3470908472156,243.46684411218448
2016-05-01,376.6589308557295,559.765500933964,251.75267745019636
2016-05-08,369.0596952555464,568.6707445584418,261.4984373292722
2016-05-15,372.73948846966147,576.0440648462944,243.82090431155007
2016-05-22,368.52787830138396,578.604459577528,224.18543528768038
2016-05-29,364.8783172453362,560.5230638080641,214.90009950198075
2016-06-05,372.58163727481553,572.9960835251603,203.78290653600394
2016-06-12,358.2968251843322,584.2278206197001,209.83764401134337
2016-06-19,376.7303635433094,587.5894526089999,211.07220284494198
2016-06-26,368.25062233449034,606.5065530681138,191.4765260472387
2016-07-03,373.630667685354,598.9804556948108,183.03104329130392
2016-07-10,380.15496986779783,576.761674011417,193.89202281793067
2016-07-17,377.4769952865294,567.3222014429543,200.72757658778283
2016-07-24,366.3206341095856,567.1128783358553,210.20478301651835
2016-07-31,363.73727600682827,553.4041990663293,210.05861749531036
2016-08-07,346.19055941095723,542.7130906705842,209.5947458295344
2016-08-14,354.2366219100751,535.7004981328745,206.40119171202718
2016-08-21,346.49547761615224,519.8265556303111,206.250304131049
2016-08-28,354.9920541205329,525.8132878925952,206.09316309902925
2016-09-04,343.1095668612114,523.5510153037707,196.97115087353603
2016-09-11,334.67327672188225,514.8149646179096,188.9670059249223
2016-09-18,341.4469413322364,512.2423564554259,167.7166784536228
2016-09-25,334.80465886720793,499.4639477698474,166.22980257933548
2016-10-02,349.01929698217816,485.97072086525725,166.50043818918488
2016-10-09,351.5576214045772,494.45456749186445,157.6362798722368
2016-10-16,334.7975991785011,507.777588220727,143.93621889368913
2016-10-23,332.2004507591974,521.2799213367512,141.97830308615565
2016-10-30,345.53508812693343,521.8172768848757,129.16015470093922
2016-11-06,343.48549637948196,539.8205399520308,106.7298854932457
2016-11-13,353.0214691483764,558.1642758662131,106.26650080606923
2016-11-20,358.4909527307881,557.5907323220086,91.27645061443395
2016-11-27,361.4676766743474,571.7087584598273,105.41501500830715
2016-12-04,350.48012437629217,565.0035441916878,118.2583467198245
2016-12-11,351.8657852311591,564.0604566103785,113.70177429843383
2016-12-18,344.882260290897,567.7086818509349,116.43360270887696
2016-12-25,352.33008162701515,556.1994501053834,135.26455151333107
2017-01-01,357.409037692729,556.2308667872867,151.51623349735195
2017-01-08,348.0225796642547,551.0712365650973,162.34798705656496
2017-01-15,350.882541694168,562.0765745321629,175.84752411511775
2017-01-22,369.04035218660863,559.4495695204084,178.56317448638373
2017-01-29,362.4909388963191,550.4175416537004,178.18670374305742
2017-02-05,368.20607199242744,541.7833289702893,183.6589162925871
2017-02-12,373.14743524269744,524.1581482867612,200.61773316663994
2017-02-19,378.3619917241031,523.7028553812692,186.3979354654436
2017-02-26,361.3505065405257,528.6784754452599,196.91174707826644
2017-03-05,369.87909688150046,529.7436611497709,187.70074056495767
2017-03-12,386.72465732431544,521.4564854473259,196.7006764474147
2017-03-19,390.7002841635952,531.1331845657788,214.46694321926716
2017-03-26,398.67925542063915,542.8621653395477,215.89973148082845
2017-04-02,389.18892629931617,557.1081921832792,214.92590648843202
2017-04-09,387.7679678793043,571.0512251256212,219.81347038428086
2017-04-16,385.95512871396585,585.9189349976144,209.73568502636365
2017-04-23,391.1508081787141,588.1991018948821,205.91605276071823
2017-04-30,372.17994113115657,590.5284747546781,207.3530163457876
2017-05-07,395.47218303030155,607.8200445038057,202.3783348277538
2017-05-14,373.6629101294914,607.0996880095865,204.97438078118074
2017-05-21,381.31111404830216,621.2580762712154,195.10182375701484
2017-05-28,368.946888789333,622.5087590690715,216.74351023937746
2017-06-04,389.18128357264646,608.8995376307585,228.28414905621733
2017-06-11,394.5498411542134,615.6837381764091,223.482824205922
2017-06-18,393.06642822538095,632.9355364788382,197.43935337663032
2017-06-25,400.67585955921203,646.2389880111006,184.31364612530328
2017-07-02,408.32683762821335,640.1542284753752,203.25336182033763
2017-07-09,406.33002519776716,626.5371448058487,198.87284804970588
2017-07-16,391.18368135230605,629.0911848845495,197.96988900229533
2017-07-23,402.2141024658128,634.9537763182751,194.43931825639538
2017-07-30,398.13005603942605,641.8331135841064,205.07565713542195
2017-08-06,411.3411710237025,655.118313873447,210.68354198819847
2017-08-13,407.7527641544827,634.171511286021,226.29522133632514
2017-08-20,415.73510049269754,657.439760838285,216.64994580431548
2017-08-27,397.37217289489365,659.5222555630145,211.08131444222187
2017-09-03,393.21170943745375,638.4452356936262,199.14020637751292
2017-09-10,395.15381571672106,649.6711355368042,174.2161662682588
2017-09-17,390.4793963315827,640.3160511687499,180.56175537785234
2017-09-24,379.23851042223043,622.4866769411526,200.1094898282121
2017-10-01,381.72364218661374,608.3825162175542,216.58056868069664
2017-10-08,366.6900903905644,598.1597777703611,208.78564873153064
2017-10-15,362.38191875882234,609.0778023452223,219.63525576856554
2017-10-22,379.1399680353344,605.2835359154012,220.72619344042025
2017-10-29,379.0167392326494,600.8141308016068,220.95656980058106
2017-11-05,373.171370512698,574.4178804348181,216.8470605290975
2017-11-12,359.51551129583106,562.2152789810551,207.86102592378194
2017-11-19,344.88137573158883,564.793841511221,198.27297581146814
2017-11-26,342.5891147134383,546.2627953823778,206.2218909448608
2017-12-03,344.9525692043085,537.1060541681137,210.1582649535997
2017-12-10,355.32185460377605,534.4506356825292,218.04991031437507
2017-12-17,335.2317050558433,525.2967214039885,220.22419993889778
2017-12-24,326.55074533435845,518.0422957492283,223.82400164078086
2017-12-31,342.8460513810548,538.456471032703,204.2321875426605
2018-01-07,329.4481696595676,526.4292663977493,192.2124392283847
2018-01-14,335.462402511398,521.0404183542912,185.33336848516635
2018-01-21,353.09833056649916,515.4608410347912,165.6161750489782
2018-01-28,343.5163879599826,516.8050176307738,152.63927502700503
2018-02-04,351.4647272845749,510.206431191655,175.00778791299803
2018-02-11,351.29956223754846,515.4111910790713,169.08074999233904
2018-02-18,368.02500173022725,508.4792748332939,176.873821652361
2018-02-25,375.49667768001854,520.5048666108272,158.0565387815572
2018-03-04,384.64771908042906,522.4204347794422,150.21449523061378
2018-03-11,403.335754222037,530.3833983378893,156.95597799678686
2018-03-18,415.9052451629099,561.2640758255108,165.3169298959027
2018-03-25,424.56538284032365,571.148787948424,173.94374597987115
2018-04-01,436.89876364970644,575.4233678746554,187.99259949679345
2018-04-08,435.13896776580486,588.1772143516461,193.33490554987972
2018-04-15,449.8818875600779,618.3125270653703,187.0650775360354
2018-04-22,436.64679581257616,628.5630923525933,203.37490928733283
2018-04-29,424.24304671199576,635.489709811144,224.9990478832278
2018-05-06,415.410862871217,632.756710677995,236.0442281007103
2018-05-13,402.6140368557708,648.0294170862164,221.67468477000762
2018-05-20,410.5896099609633,656.5612606654593,234.62572219225194
2018-05-27,415.6406734378724,680.1271558184095,232.20036622929246
2018-06-03,409.9839590329936,693.470776509489,232.87180552292605
2018-06-10,397.2761387930794,705.4140702174657,228.3787140734054
2018-06-17,395.6401834855361,693.2634400968869,220.86975751784036
2018-06-24,375.8872447510847,663.054829685383,210.12894599947396
2018-07-01,367.76318830531125,646.7686421756705,211.31198905361947
2018-07-08,358.9678594965502,646.3815238652325,183.39632308944502
2018-07-15,338.96790374101766,625.9905587541617,198.5718475050822
2018-07-22,324.5233122683814,599.9593424928347,209.10779977184777
2018-07-29,329.8544018064293,593.774811333774,192.32005436316223
2018-08-05,341.7539218792086,579.0944296643592,174.01867954662754
2018-08-12,349.70831218248685,589.2837285760369,157.50998531019536
2018-08-19,355.8746584099052,568.931877618846,152.18706350738532
2018-08-26,354.29916924595153,567.748655084435,149.38203902237294
2018-09-02,343.8940965573385,540.8573479569208,139.18333533056958
2018-09-09,342.37034164500255,514.4426967624652,150.02269424544667
2018-09-16,339.9744844871249,498.0692930060468,162.1832107455144
2018-09-23,332.1635244661533,500.1080205836591,168.70659230557433
2018-09-30,329.63387886489625,505.88507033546995,170.01583988270028
2018-10-07,343.55446141006536,515.8734091955677,176.8583929749173
2018-10-14,351.5508661933665,513.2568814390748,191.29646236403846
2018-10-21,351.40123110020335,504.65595511484617,175.17009222750212
2018-10-28,352.3475599889612,498.6088557521767,173.56613004017981
2018-11-04,366.6805924781783,496.3010564333289,169.72596570752538
2018-11-11,352.45415217096627,493.18605662869095,183.1395674658306
2018-11-18,365.52470979236335,491.3857940167176,201.78550934916962
2018-11-25,370.7325347716079,498.24849347653293,223.35448942935108
2018-12-02,364.6023580631084,488.22588216564225,225.29579608720277
2018-12-09,367.3248831332099,495.5807684653108,246.8838776818882
2018-12-16,376.3210401523451,505.26323533699195,259.72422169014715
2018-12-23,377.50560380660966,500.11991210111404,261.4126297212817
2018-12-30,368.589195736871,513.14174792689,251.52619947746797
2019-01-06,374.95224639022575,507.0129881691434,247.75508252769265
2019-01-13,358.6306423970147,504.28822592145116,245.42000454254148
2019-01-20,364.09128179167107,518.3228629868978,242.61269403145212
2019-01-27,383.30777132348896,529.250701823932,246.37304715822796
2019-02-03,396.27142573701695,535.383256765678,257.2784607096245
2019-02-10,400.4317065874292,555.2486803284814,256.5566886835865
2019-02-17,402.14551993226684,583.5947210183883,239.79187667501256
2019-02-24,385.92360674584603,581.808597011871,228.8888880493919
2019-03-03,366.28094821445455,585.045104157191,225.3300117728163
2019-03-10,357.28809574411116,585.5411989527053,216.62199919283316
2019-03-17,364.9537811604969,593.2188567509025,214.00981098670573
2019-03-24,367.45018455239676,600.6522965384758,203.5633305714489
2019-03-31,384.75940338380616,605.7216137891986,191.6482611471203
2019-04-07,397.45375681359917,601.5411118773619,206.81125880086825
2019-04-14,392.3010067357965,627.8549200312939,198.67625700434996
2019-04-21,409.57776668990886,641.4443925762488,187.0790090294241
2019-04-28,393.1997873545342,628.0895887629575,182.26632007183485
2019-05-05,379.233562898499,633.7288128930638,190.4263838206266
2019-05-12,369.7672655333375,645.3700478307017,185.76202673345102
2019-05-19,356.7023252787641,632.215260697013,201.5811417874501
2019-05-26,366.8230637804972,622.1802943496244,203.69317507311277
2019-06-02,369.25873127949865,608.4640373726422,200.08941967473575
2019-06-09,368.6476693593758,599.6131950297973,193.39735609432952
2019-06-16,385.5643870278288,614.6956718525455,201.05161262841065
2019-06-23,384.6450891659259,615.0415098724199,203.16439463741406
2019-06-30,389.7173046318007,617.6876626493757,215.71038304206382
2019-07-07,372.05309186760303,631.9583241018257,223.82992771135937
2019-07-14,357.1645216636502,619.9367727563668,219.00287146982592
2019-07-21,360.69826716379566,605.3376068827484,232.12609385884596
2019-07-28,345.07332902103775,597.3645610170876,229.26098298763358
2019-08-04,342.0248780871661,602.6379736859187,241.30596823264406
2019-08-11,359.16036190614403,593.4149677023818,231.00534430345672
2019-08-18,359.0565534557807,577.5482002396903,221.17452094269987
2019-08-25,354.5458668011737,575.3706422485182,222.85145539429317
2019-09-01,342.1073030069107,572.9417272526159,224.06987774176986
2019-09-08,353.15251021427457,578.5132228584024,237.24264834128192
2019-09-15,356.3866380165916,575.1269282795857,222.28061457809517
2019-09-22,355.6981340353885,558.2505697304385,215.72210048168375
2019-09-29,342.0924050624779,556.5568470853692,213.00693618944155
2019-10-06,318.9113507461237,548.5298498136434,191.75070203742465
2019-10-13,331.6364088404853,532.8840010727371,188.0990688366473
2019-10-20,329.98928312300734,533.7327076744822,192.34538276768643
2019-10-27,333.5025600387367,534.1893978417085,185.12922119972023
2019-11-03,331.9219158142444,523.0001695099901,194.64259475401383
2019-11-10,331.7201288415355,517.922242021568,185.56187940239423
2019-11-17,319.3963505633477,512.7363863102195,180.4626576962344
2019-11-24,334.497553597976,525.4967349949803,169.7483480692978
2019-12-01,338.6330284975299,511.9940402229804,151.98920493075477
2019-12-08,351.61866271383684,518.4432119768466,166.76616543215985
