date,serie1,serie2,serie3,serie4
14-01-2020,417.11373868606023,300.3434270638622,417.03857060131355,329.4905538727195
15-01-2020,429.3716688210397,284.0571923624116,415.31732307674764,314.3675721584494
16-01-2020,436.4681441807746,285.51808829224063,426.27120354630625,285.0008969737863
17-01-2020,453.98241413785024,274.2516055830251,427.60938393052754,284.4861745336555
18-01-2020,469.42755802270847,238.2166708294043,433.646834382308,313.3147738800466
19-01-2020,496.6306324936996,254.5173184182625,436.49154936207157,302.1416310266745
20-01-2020,476.74891637525576,251.34960133511552,441.0192773955092,315.1181396820297
21-01-2020,489.44756884836795,245.93448631914498,432.41916780897316,310.89035696700915
22-01-2020,495.0739756305779,268.9804234854468,397.99461646116833,352.2412791375121
23-01-2020,490.9618367903571,294.6151745065943,373.13849673801195,380.59811053105847
24-01-2020,491.8896812497845,306.1476230598267,376.08562354190474,367.4335437316881
25-01-2020,480.10668459416195,282.3244649282935,356.6757759003759,380.0105641975978
26-01-2020,491.3784795440215,292.3772742969924,386.30263157168025,372.2693190649371
27-01-2020,485.56651368283326,287.2374191419061,392.0279251076043,353.9772989362331
28-01-2020,472.24256962201764,295.21351655204,380.42665881028626,342.84094108363814
29-01-2020,481.8270574078529,309.2413783165711,386.00116033237435,345.61759150999745
30-01-2020,469.5635203946412,320.45002433169105,387.0481999938507,349.8344957701578
31-01-2020,449.87956969281197,323.5844768855087,410.34363927307095,378.7813345239132
01-02-2020,428.5503884750477,363.29870221730016,406.39048077693207,343.65354316338414
02-02-2020,428.66518412134417,375.1539889122867,392.0628526076815,343.7238338765593
03-02-2020,442.6773200197485,395.1973560768409,411.51835282757,337.536933407055
04-02-2020,425.7050393309643,402.29969768778807,404.45300422323083,345.03469681453635
05-02-2020,414.71067651602317,413.3635867680715,439.7257930598219,323.2495134888868
06-02-2020,440.3707753211315,392.6986631943138,445.35361361349084,326.8865957561065
07-02-2020,430.3858334564444,361.6312273522409,472.1036332440772,329.8577793454436
08-02-2020,457.1495896959813,362.95099698980226,464.5688986198316,302.8372597327449
09-02-2020,462.59637702323664,352.2965242334023,436.06523334996064,333.4274021640219
10-02-2020,451.2450988267756,354.8612272228578,449.7582843297231,335.4022836286089
11-02-2020,473.3979488019166,358.85032007529355,453.40732379421235,335.46058485129777
12-02-2020,455.0703142177243,357.32347176234464,417.484684155039,305.8955920836737
13-02-2020,473.0053196309744,348.02835252490155,413.2035849200985,311.535929424378
14-02-2020,465.46813978828544,335.83805789297304,376.22049136554784,314.86946679488943
15-02-2020,472.9724385036111,332.2479429262823,393.1417057316059,319.16723187193713
16-02-2020,463.8223351425666,339.0822727107911,373.6540465021496,323.5414357085006
17-02-2020,448.2245558711846,353.2481097602038,346.21510928410254,303.59460521660384
18-02-2020,461.90361150583664,347.69225448552123,378.6096937214564,267.01988579217544
19-02-2020,452.25054349137315,316.7708983151093,374.4273542495976,280.406445576939
20-02-2020,454.48533474813973,314.1197747842316,405.15746725641054,253.14092829268876
