date,serie1,serie2,serie3,serie4
01-01-2021,262.5636628129819,225.1856873099605,190.82107525005807,388.55463658610546
01-02-2021,224.00043401978587,155.84598453990645,217.66359973337657,393.61962279757086
01-03-2021,178.70939661005474,87.41266209055108,301.66207439701185,125.29280538455617
01-04-2021,212.98470757550004,185.4168266677181,139.54139071530633,119.43734951465882
01-05-2021,227.17484620691926,180.43181261833277,187.50862345685098,367.3197730325136
01-06-2021,113.3357520110906,171.25306240299142,127.27372546266159,191.8393115866744
01-07-2021,275.0992164522221,208.78302414975326,163.42907783079195,168.01817324281046
01-08-2021,201.99680965165916,173.47156683884782,247.21552648219478,334.2513810506433
01-09-2021,327.73049087433174,40.656372605560215,167.91281284226574,207.55762217029525
01-10-2021,310.8793921338979,94.85835982534705,338.2533699723734,115.46177063679802
01-11-2021,334.6782397645465,86.99592754347971,251.14068368651596,186.92859129472518
01-12-2021,331.7999177053056,46.92438882758479,267.741382745051,303.3347415542541
01-13-2021,133.50915761831135,242.4953700171551,214.49879963780623,192.22946368320027
01-14-2021,316.92271657007154,201.0205474105943,191.10063204693174,289.3603198240187
01-15-2021,185.19111878427694,29.402955329448563,225.7508757993307,108.09229489351235
01-16-2021,324.05380431614344,43.71390294752965,339.2295501302785,376.1197692067731
01-17-2021,187.02057031420162,193.3069073806403,154.92927856280755,243.97835586483478
01-18-2021,287.60880351992705,235.57335803332916,204.3008498910191,61.99504957621459
01-19-2021,290.35035270278684,13.06747705344041,291.0343245808003,325.2609687685458
01-20-2021,313.5877311408228,30.60970328977803,273.57170807420954,66.40255743575871
01-21-2021,100.02750823470974,33.78900681440198,336.2035122169347,199.49663406254152
01-22-2021,326.32835056028904,52.95969622217533,342.02950984351264,239.1560531329602
01-23-2021,197.87001004985106,56.7834320534236,237.65873211305828,93.13540584726424
01-24-2021,233.836979236044,222.6180456080689,329.20258687161464,198.39378616728536
01-25-2021,232.72949452882304,47.190180616795374,170.24758889360086,358.6913204607604
01-26-2021,230.9739785133642,220.13423753835147,313.7431458241147,320.2789030332897
01-27-2021,207.95842399747846,114.2704654592803,272.8076241113239,54.92609994943458
01-28-2021,150.37673849090777,244.75756357548616,254.77768519350715,274.311125476958
01-29-2021,160.6459552653819,110.43130507875601,213.13880854701975,372.4550290616677
01-30-2021,102.28995149588808,23.630038376035255,266.0302124053206,362.469125843858
