date,stacked1,stacked2,stacked3
2015-07-05,390.00173101928084,546.0238756467221,176.50737032991375
2015-07-12,388.2108875179414,570.4434177366619,172.80856466057622
2015-07-19,392.22381726981763,585.3688764457028,163.30220191825228
2015-07-26,386.5302704759573,565.859423584237,167.28379505118286
2015-08-02,397.1461601973439,547.5068037405177,182.38377869141513
2015-08-09,399.30061228615665,544.9260022891837,195.60236427512942
2015-08-16,390.6155474182803,567.7417334727008,195.53888620075557
2015-08-23,373.7348830161127,555.7411431480303,193.37164420975867
2015-08-30,368.40248787588325,558.8870089809261,199.02824621029706
2015-09-06,382.14109591530786,550.9466618880641,205.99923396387825
2015-09-13,359.3674530695111,550.7755886533922,212.1698765382677
2015-09-20,367.41533580828576,552.3593574144423,210.06348043243972
2015-09-27,369.55521580345385,550.1130605917225,210.84310689949447
2015-10-04,380.2144832587492,560.3535234132858,233.56841060174816
2015-10-11,362.5796607168572,572.6917847266741,249.7523269641374
2015-10-18,364.2921500157309,546.465877368237,257.3273867024246
2015-10-25,349.9591646865933,533.2812276062583,268.2661105374475
2015-11-01,364.4799668153767,544.9052270232526,272.3429064746477
2015-11-08,350.1216096455972,555.7957163541948,265.2724119382456
2015-11-15,358.20898690103377,551.5932400122355,266.5090054863289
2015-11-22,362.24299072777205,548.5743333124211,264.0810687278436
2015-11-29,372.7892058167635,549.6224214986047,250.15938754812717
2015-12-06,373.632249952962,560.1924448933166,244.647475088658
2015-12-13,372.83905271146995,562.1582945861647,235.10352652519896
2015-12-20,377.3556695152421,561.7489573508291,228.24346853104527
2015-12-27,367.8651778496795,572.2682159848533,218.67896740802234
2016-01-03,364.74477268703396,564.3436460532233,230.00000477426553
2016-01-10,353.26302043943525,552.8129589912742,224.97832608916943
2016-01-17,348.10209695122705,554.1777195544275,225.43931653001184
2016-01-24,343.5191333987723,571.7219158214341,220.17923559232534
2016-01-31,341.1212143183205,573.8269555251235,222.7935666133776
2016-02-07,341.0071110031322,562.7785463210702,198.4106741820944
2016-02-14,352.9942831568555,569.4037841609969,188.70002382737067
2016-02-21,345.202299822518,572.47057485059,188.11883027583303
2016-02-28,358.3285516688159,547.2517514801269,189.86929673343485
2016-03-06,362.7376558370839,561.325175817113,193.86572288076982
2016-03-13,367.59466315713263,553.3202409716517,184.64945499593705
2016-03-20,358.96915772675777,551.2146020030813,178.39239642252133
2016-03-27,359.61207246790815,532.9139745191329,192.569751031879
2016-04-03,375.24733782213013,525.2151305016832,182.13025665663605
2016-04-10,366.0245666916004,538.4114209523515,176.30096474109564
2016-04-17,367.87916493417845,535.2861806144623,174.3214540127997
2016-04-24,369.02765484082045,525.1568237326564,162.52766081090505
2016-05-01,386.9521242926672,520.0837941701631,158.33600073868894
2016-05-08,388.6066959955434,524.7969194210482,153.58582360589057
2016-05-15,379.7052920413436,527.8384006666803,169.2718810372575
2016-05-22,386.30386252877605,517.8899711034622,186.60154957560144
2016-05-29,392.07512102208494,524.7108737579897,169.0456634002291
2016-06-05,379.62380500410325,551.0741312445846,170.1727146184995
2016-06-12,367.77675187653307,533.2542045546662,160.90134849338668
2016-06-19,348.08048354204794,537.673264345228,165.2274400971112
2016-06-26,349.66201891538964,544.9170992552862,180.02068574009812
2016-07-03,345.5593373572241,551.6676186391946,168.88355596532892
2016-07-10,323.294046734363,546.7809321567372,177.1125954155534
2016-07-17,327.40889738577147,541.4899764310643,185.033083701114
2016-07-24,317.9983534701608,542.2275142307474,170.68745641098425
2016-07-31,331.0508473716598,548.3473030254744,184.77447020912905
2016-08-07,311.5594759580501,543.2699696278279,182.57393940221505
2016-08-14,318.6294800288783,531.2447627292114,170.75805801910988
2016-08-21,327.20627892846124,528.7576612835771,174.5676288377179
2016-08-28,313.769190739656,531.7351764150628,167.88402191531404
2016-09-04,298.2779258998971,526.7975299088611,179.67038345131434
2016-09-11,294.9073742490063,503.2086912702216,173.5955522460711
2016-09-18,311.90460646603816,515.1565709529765,172.07181871346907
2016-09-25,318.93718158261805,515.9990245909967,161.3606231041145
2016-10-02,320.8246982593201,507.66759360136297,144.42435902924646
2016-10-09,341.81154368632036,503.5001045172972,151.004004767888
2016-10-16,345.2707015725749,510.7412998527629,157.85131985598565
2016-10-23,334.0388961408445,504.10730747684426,148.0122308616765
